Time (Sec);S8;S6;S7;S9;S30;S31;S25;S22;S23;S24;S5;S17;S28;S21;S26;S19;S27;S18;S20;S16;S29;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.12666666666666668;99.98627679999998;99.98970879999999;99.98627679999998;99.99016639999999;99.989464;99.9896928;99.989464;99.9828288;99.98259999999999;99.98259999999999;19160.0;99.989464;99.9896928;99.986032;99.989464;99.989464;99.989464;99.989464;99.986032;99.9896928;99.989464;
0.22666666666666663;99.98617679999998;99.98960879999998;99.98617679999998;99.99006639999999;99.989364;99.9895928;99.989364;99.98272879999999;99.98249999999999;99.98249999999999;19160.0;99.989364;99.9895928;99.98593199999999;99.989364;99.989364;99.989364;99.989364;99.98593199999999;99.9895928;99.989364;
0.3266666666666666;99.98607679999998;99.98960879999998;99.98607679999998;99.99006639999999;99.989364;99.9895928;99.989364;99.98262879999999;99.98239999999998;99.98239999999998;19160.0;99.989364;99.9895928;99.98583199999999;99.989364;99.989364;99.989364;99.989364;99.98583199999999;99.9895928;99.989364;
0.4266666666666665;99.98607679999998;99.98950879999998;99.98607679999998;99.98996639999999;99.98926399999999;99.9894928;99.98926399999999;99.98252879999998;99.98229999999998;99.98229999999998;19160.0;99.98926399999999;99.9894928;99.98583199999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98583199999999;99.9894928;99.98926399999999;
0.5266666666666665;99.98597679999997;99.98950879999998;99.98597679999997;99.98996639999999;99.98926399999999;99.9894928;99.98926399999999;99.98252879999998;99.98229999999998;99.98229999999998;19160.0;99.98926399999999;99.9894928;99.98573199999998;99.98926399999999;99.98926399999999;99.98926399999999;99.98926399999999;99.98573199999998;99.9894928;99.98926399999999;
0.6266666666666664;99.98597679999997;99.98940879999998;99.98597679999997;99.98986639999998;99.98916399999999;99.98939279999999;99.98916399999999;99.98242879999998;99.98219999999998;99.98219999999998;19160.0;99.98916399999999;99.98939279999999;99.98573199999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98573199999998;99.98939279999999;99.98916399999999;
0.7266666666666662;99.98587679999997;99.98940879999998;99.98587679999997;99.98986639999998;99.98916399999999;99.98939279999999;99.98916399999999;99.98242879999998;99.98219999999998;99.98219999999998;19160.0;99.98916399999999;99.98939279999999;99.98563199999998;99.98916399999999;99.98916399999999;99.98916399999999;99.98916399999999;99.98563199999998;99.98939279999999;99.98916399999999;
0.8266666666666661;99.98587679999997;99.98930879999998;99.98587679999997;99.98976639999998;99.98906399999998;99.98929279999999;99.98906399999998;99.98232879999998;99.98209999999997;99.98209999999997;19160.0;99.98906399999998;99.98929279999999;99.98563199999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98563199999998;99.98929279999999;99.98906399999998;
0.926666666666666;99.98577679999997;99.98930879999998;99.98577679999997;99.98976639999998;99.98906399999998;99.98929279999999;99.98906399999998;99.98232879999998;99.98209999999997;99.98209999999997;19160.0;99.98906399999998;99.98929279999999;99.98553199999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98906399999998;99.98553199999998;99.98929279999999;99.98906399999998;
1.026666666666666;99.98577679999997;99.98920879999997;99.98577679999997;99.98966639999998;99.98896399999998;99.98919279999998;99.98896399999998;99.98222879999997;99.98199999999997;99.98199999999997;19160.0;99.98896399999998;99.98919279999998;99.98553199999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98553199999998;99.98919279999998;99.98896399999998;
1.1266666666666656;99.98567679999996;99.98920879999997;99.98567679999996;99.98966639999998;99.98896399999998;99.98919279999998;99.98896399999998;99.98222879999997;99.98199999999997;99.98199999999997;19160.0;99.98896399999998;99.98919279999998;99.98543199999997;99.98896399999998;99.98896399999998;99.98896399999998;99.98896399999998;99.98543199999997;99.98919279999998;99.98896399999998;
1.2266666666666652;99.98567679999996;99.98910879999997;99.98567679999996;99.98956639999997;99.98886399999998;99.98909279999998;99.98886399999998;99.98212879999997;99.98189999999997;99.98189999999997;19160.0;99.98886399999998;99.98909279999998;99.98543199999997;99.98886399999998;99.98886399999998;99.98886399999998;99.98886399999998;99.98543199999997;99.98909279999998;99.98886399999998;
1.3266666666666649;99.98557679999996;99.98910879999997;99.98557679999996;99.98956639999997;99.98886399999998;99.98909279999998;99.98886399999998;99.98212879999997;99.98189999999997;99.98189999999997;19160.0;99.98886399999998;99.98909279999998;99.98533199999997;99.98886399999998;99.98886399999998;99.98886399999998;99.98886399999998;99.98533199999997;99.98909279999998;99.98886399999998;
1.4266666666666645;99.98557679999996;99.98900879999997;99.98557679999996;99.98946639999997;99.98876399999997;99.98899279999998;99.98876399999997;99.98202879999997;99.98179999999996;99.98179999999996;19160.0;99.98876399999997;99.98899279999998;99.98533199999997;99.98876399999997;99.98876399999997;99.98876399999997;99.98876399999997;99.98533199999997;99.98899279999998;99.98876399999997;
1.5266666666666642;99.98547679999996;99.98900879999997;99.98547679999996;99.98946639999997;99.98876399999997;99.98899279999998;99.98876399999997;99.98202879999997;99.98179999999996;99.98179999999996;19160.0;99.98876399999997;99.98899279999998;99.98523199999997;99.98876399999997;99.98876399999997;99.98876399999997;99.98876399999997;99.98523199999997;99.98899279999998;99.98876399999997;
